guid,label,output
Dracaras_chunk2_0,Turkish,Turkish
Dracaras_chunk2_1,Turkish,Turkish
Dracaras_chunk2_2,Turkish,Turkish
Dracaras_chunk2_3,Turkish,Turkish
Dracaras_chunk3_0,Turkish,Turkish
Dracaras_chunk3_1,Turkish,Turkish
Drakaris_chunk1_0,Bulgarian,Hungarian
Drakaris_chunk1_1,Bulgarian,Czech
Drakaris_chunk1_2,Bulgarian,German
Drakaris_chunk1_3,Bulgarian,Romanian
EYSHot01_chunk1_0,Swedish,Swedish
EYSHot01_chunk1_1,Swedish,Swedish
EYSHot01_chunk1_2,Swedish,Swedish
Edgar_Allan_Pho_chunk1_0,Czech,Czech
Edgar_Allan_Pho_chunk1_1,Czech,Czech
Edgar_Allan_Pho_chunk1_2,Czech,Czech
Edgar_Allan_Pho_chunk1_3,Czech,Czech
Eliciuss_chunk1_0,Spanish,Spanish
Eliciuss_chunk1_1,Spanish,Spanish
Eliciuss_chunk1_2,Spanish,Spanish
Eliciuss_chunk1_3,Spanish,Spanish
Eliciuss_chunk2_0,Spanish,Spanish
Eliciuss_chunk2_1,Spanish,Spanish
Eliciuss_chunk2_2,Spanish,Spanish
Eliciuss_chunk2_3,Spanish,Italian
Eliciuss_chunk3_0,Spanish,Spanish
Eliciuss_chunk3_1,Spanish,Spanish
Eliciuss_chunk3_2,Spanish,Spanish
Ephialt3s_chunk1_0,Greek,Greek
Ephialt3s_chunk1_1,Greek,German
Ephialt3s_chunk1_2,Greek,Greek
Ephialt3s_chunk1_3,Greek,Greek
Ephialt3s_chunk2_0,Greek,German
Ephialt3s_chunk2_1,Greek,Greek
Ephialt3s_chunk2_2,Greek,Greek
Ephialt3s_chunk2_3,Greek,Greek
Ephialt3s_chunk3_0,Greek,Greek
Ephialt3s_chunk3_1,Greek,Greek
Ephialt3s_chunk3_2,Greek,French
Esbarzer_chunk1_0,Spanish,Spanish
Esbarzer_chunk1_1,Spanish,Spanish
Esbarzer_chunk1_2,Spanish,Spanish
Esbarzer_chunk1_3,Spanish,Spanish
Esbarzer_chunk1_4,Spanish,Spanish
Esbarzer_chunk1_5,Spanish,Spanish
Esbarzer_chunk2_0,Spanish,Spanish
Esbarzer_chunk2_1,Spanish,Spanish
Esbarzer_chunk2_2,Spanish,Spanish
Esbarzer_chunk2_3,Spanish,Spanish
Esbarzer_chunk2_4,Spanish,Italian
Esbarzer_chunk3_0,Spanish,Spanish
Esbarzer_chunk3_1,Spanish,Spanish
Esbarzer_chunk3_2,Spanish,Spanish
Esbarzer_chunk3_3,Spanish,Spanish
Esbarzer_chunk3_4,Spanish,Spanish
Estonia2012_chunk1_0,Estonian,Lithuanian
Estonia2012_chunk1_1,Estonian,Turkish
Estonia2012_chunk1_2,Estonian,Russian
Estonia2012_chunk2_0,Estonian,Czech
Estonia2012_chunk2_1,Estonian,Polish
Estonia2012_chunk2_2,Estonian,German
Fantasticxbox_chunk1_0,French,French
Fantasticxbox_chunk1_1,French,French
Fantasticxbox_chunk1_2,French,French
Fantonald_chunk1_0,Norwegian,Lithuanian
Fantonald_chunk1_1,Norwegian,Norwegian
Fantonald_chunk1_2,Norwegian,Norwegian
Fantonald_chunk1_3,Norwegian,Bulgarian
FearlessClone_chunk1_0,Croatian,Hungarian
FearlessClone_chunk1_1,Croatian,German
FearlessClone_chunk1_2,Croatian,Croatian
Fumbleep_chunk1_0,Spanish,Spanish
Fumbleep_chunk1_1,Spanish,Spanish
Fumbleep_chunk1_2,Spanish,Greek
Fumbleep_chunk1_3,Spanish,Greek
Fumbleep_chunk1_4,Spanish,Greek
Glennznl_chunk1_0,Dutch,Dutch
Glennznl_chunk1_1,Dutch,Dutch
Glennznl_chunk1_2,Dutch,German
Glennznl_chunk1_3,Dutch,Dutch
Glennznl_chunk2_0,Dutch,Dutch
Glennznl_chunk2_1,Dutch,Dutch
Glennznl_chunk2_2,Dutch,Russian
Glennznl_chunk2_3,Dutch,Serbian
Glennznl_chunk3_0,Dutch,Serbian
Glennznl_chunk3_1,Dutch,Romanian
Glennznl_chunk3_2,Dutch,English
GreatGuy_GG_chunk1_0,Greek,Greek
GreatGuy_GG_chunk1_1,Greek,Greek
GreatGuy_GG_chunk1_2,Greek,Greek
GreatGuy_GG_chunk1_3,Greek,Dutch
Greyko_chunk1_0,Romanian,Romanian
Greyko_chunk1_1,Romanian,Romanian
Greyko_chunk1_2,Romanian,Romanian
Greyko_chunk1_3,Romanian,Romanian
HCTerrorist39_chunk1_0,Romanian,Romanian
HCTerrorist39_chunk1_1,Romanian,Polish
HCTerrorist39_chunk1_2,Romanian,Romanian
HCTerrorist39_chunk2_0,Romanian,Polish
HCTerrorist39_chunk2_1,Romanian,Romanian
HCTerrorist39_chunk2_2,Romanian,Romanian
HCTerrorist39_chunk3_0,Romanian,Romanian
HCTerrorist39_chunk3_1,Romanian,Romanian
HCTerrorist39_chunk3_2,Romanian,Romanian
Heinsz7_chunk1_0,Estonian,Czech
Heinsz7_chunk1_1,Estonian,Czech
Heinsz7_chunk1_2,Estonian,Czech
Heinsz7_chunk1_3,Estonian,Lithuanian
Heinsz7_chunk2_0,Estonian,Estonian
Heinsz7_chunk2_1,Estonian,German
Heinsz7_chunk2_2,Estonian,Dutch
Heinsz7_chunk2_3,Estonian,Czech
Heinsz7_chunk2_4,Estonian,Estonian
Heinsz7_chunk3_0,Estonian,Estonian
Heinsz7_chunk3_1,Estonian,Estonian
Heinsz7_chunk3_2,Estonian,German
Heinsz7_chunk3_3,Estonian,Swedish
IAintThatGuy_chunk1_0,French,French
IAintThatGuy_chunk1_1,French,Slovenian
IAintThatGuy_chunk1_2,French,French
IAintThatGuy_chunk1_3,French,French
IAintThatGuy_chunk1_4,French,Finish
Ian_Dess_chunk1_0,Serbian,Italian
Ian_Dess_chunk1_1,Serbian,Serbian
Ian_Dess_chunk1_2,Serbian,Serbian
Ian_Dess_chunk1_3,Serbian,Serbian
Ian_Dess_chunk2_0,Serbian,Serbian
Ian_Dess_chunk2_1,Serbian,Lithuanian
Ian_Dess_chunk2_2,Serbian,Serbian
Ian_Dess_chunk2_3,Serbian,Serbian
Ian_Dess_chunk3_0,Serbian,Russian
Ian_Dess_chunk3_1,Serbian,Serbian
Ian_Dess_chunk3_2,Serbian,Serbian
Ian_Dess_chunk3_3,Serbian,Serbian
Igaunija_chunk1_0,Estonian,Czech
Igaunija_chunk1_1,Estonian,Estonian
Igaunija_chunk1_2,Estonian,Estonian
Igaunija_chunk1_3,Estonian,Czech
Ikus13_chunk1_0,Spanish,Spanish
Ikus13_chunk1_1,Spanish,Spanish
Ikus13_chunk1_2,Spanish,Spanish
Inclol_chunk1_0,Swedish,French
Inclol_chunk1_1,Swedish,English
Inclol_chunk1_2,Swedish,Swedish
Inclol_chunk1_3,Swedish,Czech
Inclol_chunk2_0,Swedish,Czech
Inclol_chunk2_1,Swedish,Slovenian
Inclol_chunk2_2,Swedish,Greek
Inclol_chunk2_3,Swedish,English
Inclol_chunk3_0,Swedish,French
Inclol_chunk3_1,Swedish,Turkish
Inclol_chunk3_2,Swedish,Bulgarian
Inclol_chunk3_3,Swedish,Greek
Inprobamur_chunk1_0,Estonian,Estonian
Inprobamur_chunk1_1,Estonian,Estonian
Inprobamur_chunk1_2,Estonian,Finish
IronicallyUpset_chunk1_0,Hungarian,Bulgarian
IronicallyUpset_chunk1_1,Hungarian,Italian
IronicallyUpset_chunk1_2,Hungarian,Hungarian
IronicallyUpset_chunk2_0,Hungarian,German
IronicallyUpset_chunk2_1,Hungarian,Norwegian
IronicallyUpset_chunk3_0,Hungarian,Dutch
IronicallyUpset_chunk3_1,Hungarian,Hungarian
IronicallyUpset_chunk3_2,Hungarian,Czech
Juz16_chunk1_0,Spanish,English
Juz16_chunk1_1,Spanish,Greek
Juz16_chunk1_2,Spanish,German
Jyben_chunk1_0,Finish,Finish
Jyben_chunk1_1,Finish,Finish
Jyben_chunk1_2,Finish,Finish
Jyben_chunk2_0,Finish,Finish
Jyben_chunk2_1,Finish,Finish
Jyben_chunk2_2,Finish,Finish
Jyben_chunk3_0,Finish,Finish
Jyben_chunk3_1,Finish,Finish
Jyben_chunk3_2,Finish,Finish
Keldore_chunk1_0,Greek,Greek
Keldore_chunk1_1,Greek,Serbian
Keldore_chunk1_2,Greek,Greek
Keldore_chunk2_0,Greek,Greek
Keldore_chunk2_1,Greek,Greek
Keldore_chunk2_2,Greek,German
Keldore_chunk2_3,Greek,Slovenian
Keldore_chunk3_0,Greek,Greek
Keldore_chunk3_1,Greek,Greek
Keldore_chunk3_2,Greek,English
Klekihpetra_chunk1_0,German,German
Klekihpetra_chunk1_1,German,German
Klekihpetra_chunk1_2,German,French
Klekihpetra_chunk2_0,German,German
Klekihpetra_chunk2_1,German,Hungarian
Klekihpetra_chunk2_2,German,Hungarian
Klekihpetra_chunk3_0,German,English
Klekihpetra_chunk3_1,German,German
Klekihpetra_chunk3_2,German,Dutch
Kofetek_chunk1_0,Slovenian,Slovenian
Kofetek_chunk1_1,Slovenian,Dutch
Kofetek_chunk1_2,Slovenian,Bulgarian
LadyAlekto_chunk1_0,German,German
LadyAlekto_chunk1_1,German,Bulgarian
LadyAlekto_chunk1_2,German,German
LadyAlekto_chunk1_3,German,German
LadyAlekto_chunk1_4,German,Croatian
Legios1_chunk1_0,Croatian,Croatian
Legios1_chunk1_1,Croatian,Croatian
Legios1_chunk1_2,Croatian,Croatian
Legios1_chunk1_3,Croatian,Croatian
Legios1_chunk2_0,Croatian,Slovenian
Legios1_chunk2_1,Croatian,Slovenian
Legios1_chunk2_2,Croatian,Slovenian
Legios1_chunk2_3,Croatian,Croatian
Legios1_chunk3_0,Croatian,German
Legios1_chunk3_1,Croatian,Croatian
Legios1_chunk3_2,Croatian,Serbian
Legios1_chunk3_3,Croatian,Croatian
Lejankata_chunk1_0,Bulgarian,Bulgarian
Lejankata_chunk1_1,Bulgarian,Bulgarian
Lejankata_chunk1_2,Bulgarian,Bulgarian
Lejankata_chunk1_3,Bulgarian,Turkish
Lejankata_chunk2_0,Bulgarian,Bulgarian
Lejankata_chunk2_1,Bulgarian,German
Lejankata_chunk2_2,Bulgarian,Romanian
Lejankata_chunk3_0,Bulgarian,Romanian
Lejankata_chunk3_1,Bulgarian,Bulgarian
Lejankata_chunk3_2,Bulgarian,Romanian
LordZikarno_chunk1_0,Dutch,Dutch
LordZikarno_chunk1_1,Dutch,Dutch
LordZikarno_chunk1_2,Dutch,Dutch
LordZikarno_chunk2_0,Dutch,Dutch
LordZikarno_chunk2_1,Dutch,Dutch
LordZikarno_chunk2_2,Dutch,Dutch
LordZikarno_chunk3_0,Dutch,Dutch
LordZikarno_chunk3_1,Dutch,Dutch
LordZikarno_chunk3_2,Dutch,English
Lukaznid_chunk1_0,Slovenian,Croatian
Lukaznid_chunk1_1,Slovenian,Slovenian
Lukaznid_chunk1_2,Slovenian,Turkish
Lukaznid_chunk2_0,Slovenian,Slovenian
Lukaznid_chunk2_1,Slovenian,Hungarian
Lukaznid_chunk2_2,Slovenian,Slovenian
Lukaznid_chunk3_0,Slovenian,Slovenian
Lukaznid_chunk3_1,Slovenian,Slovenian
Lukaznid_chunk3_2,Slovenian,Slovenian
ManaSyn_chunk1_0,Portuguese,Portuguese
ManaSyn_chunk1_1,Portuguese,Portuguese
ManaSyn_chunk1_2,Portuguese,Portuguese
ManaSyn_chunk2_0,Portuguese,Croatian
ManaSyn_chunk2_1,Portuguese,Italian
ManaSyn_chunk2_2,Portuguese,Portuguese
ManaSyn_chunk3_0,Portuguese,English
ManaSyn_chunk3_1,Portuguese,Portuguese
ManaSyn_chunk3_2,Portuguese,English
Medykament_chunk1_0,Polish,Polish
Medykament_chunk1_1,Polish,Polish
Medykament_chunk1_2,Polish,Polish
Medykament_chunk1_3,Polish,Dutch
Mein_Bergkamp_chunk1_0,English,English
Mein_Bergkamp_chunk1_1,English,English
Mein_Bergkamp_chunk1_2,English,English
Mein_Bergkamp_chunk1_3,English,English
Mein_Bergkamp_chunk1_4,English,English
Messk_chunk1_0,Croatian,Croatian
Messk_chunk1_1,Croatian,Croatian
Messk_chunk1_2,Croatian,Croatian
Messk_chunk1_3,Croatian,Slovenian
Metaluim_chunk1_0,Portuguese,Spanish
Metaluim_chunk1_1,Portuguese,Portuguese
Metaluim_chunk1_2,Portuguese,Portuguese
Metaluim_chunk2_0,Portuguese,Spanish
Metaluim_chunk2_1,Portuguese,Portuguese
Metaluim_chunk2_2,Portuguese,Norwegian
Metaluim_chunk3_0,Portuguese,Portuguese
Metaluim_chunk3_1,Portuguese,Portuguese
Metaluim_chunk3_2,Portuguese,Portuguese
Metaluim_chunk3_3,Portuguese,Portuguese
Metecury_chunk1_0,Italian,Turkish
Metecury_chunk1_1,Italian,English
Metecury_chunk1_2,Italian,Italian
Metecury_chunk1_3,Italian,English
Metecury_chunk1_4,Italian,Italian
Metecury_chunk2_0,Italian,German
Metecury_chunk2_1,Italian,Swedish
Metecury_chunk2_2,Italian,German
Metecury_chunk2_3,Italian,Italian
Metecury_chunk2_4,Italian,Dutch
Metecury_chunk3_0,Italian,Italian
Metecury_chunk3_1,Italian,German
Metecury_chunk3_2,Italian,German
Metecury_chunk3_3,Italian,English
Metecury_chunk3_4,Italian,Italian
Midget_Giraffe_chunk1_0,Estonian,Estonian
Midget_Giraffe_chunk1_1,Estonian,Estonian
Midget_Giraffe_chunk1_2,Estonian,Estonian
Midget_Giraffe_chunk1_3,Estonian,English
Midget_Giraffe_chunk1_4,Estonian,German
Mind314_chunk1_0,Bulgarian,Finish
Mind314_chunk1_1,Bulgarian,Bulgarian
Mind314_chunk1_2,Bulgarian,Bulgarian
Mind314_chunk1_3,Bulgarian,Bulgarian
Mind314_chunk2_0,Bulgarian,German
Mind314_chunk2_1,Bulgarian,Russian
Mind314_chunk2_2,Bulgarian,English
Mind314_chunk2_3,Bulgarian,Czech
Mind314_chunk3_0,Bulgarian,Italian
Mind314_chunk3_1,Bulgarian,German
Mind314_chunk3_2,Bulgarian,German
Mind314_chunk3_3,Bulgarian,Czech
Mou_aresei_chunk1_0,Serbian,Serbian
Mou_aresei_chunk1_1,Serbian,Serbian
Mou_aresei_chunk1_2,Serbian,Serbian
Mou_aresei_chunk1_3,Serbian,Norwegian
MoustacheJoe_chunk1_0,Polish,Polish
